election,state_reg,mimu_stregpcode,mimu_stregname,mimu_dspcode,mimu_dsname,mimu_twpcode,mimu_twname,ser_num,mimu_plcode,cons_num,dstot_eligv,dstot_ticketv,dstot_earlyv,dstot_totalv,dstot_pctv,dstot_invv,dstot_lostv,dstot_invlostv,cand_name,cand_party,dstot_val_ticketv,dstot_val_earlyv,dstot_val_totalv,cand_pctvalv,lu_name,lu_state,lu_consnm,lu_par,lu_gen,lu_byr,lu_age,lu_occ,lu_occrecode,lu_edu,lu_edurecode,lu_deg,lu_hideg,lu_nat,lu_rel,lu_wdvill,lu_urbrur,lu_vlnum,lu_fat,lu_fatnat,lu_fatrel,lu_mot,lu_motnat,lu_motrel
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,316,MMR010017,Myingyan (2),106351,75297,4151,79448,74.7,2580,82,2662,U Thein Tun Aung,National Development Party,1387,47,1434,0.0187,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,316,MMR010017,Myingyan (2),106351,75297,4151,79448,74.7,2580,82,2662,Daw Aye Aye Min,Union Solidarity and Development Party (USDP),13597,1199,14796,0.1927,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,317,MMR010018,Taungtha (1),88000,51077,2987,54064,61.44,2622,79,2701,U Sein Win ,National League for Democracy (NLD),29338,1276,30614,0.596,U Sein Win ,Mandalay Region,Taungtha,National League for Democracy (NLD),M,1965,50,Agriculture ,Own business,B.Econ(Stats),B.Ecom,,Bachelor,Bamar,Buddhist,No. 5 ,Urban,,U Htoo ,Bamar,Buddhist,Daw Khin Sein ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,317,MMR010018,Taungtha (1),88000,51077,2987,54064,61.44,2622,79,2701,U Zaw Min,National Unity Party (NUP),2207,112,2319,0.0451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,317,MMR010018,Taungtha (1),88000,51077,2987,54064,61.44,2622,79,2701,U Than Htay Aung,Union Solidarity and Development Party (USDP),16985,1445,18430,0.3588,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,318,MMR010018,Taungtha (2),88505,54848,3290,58138,65.69,3137,107,3244,U Zaw Khin,National Development Party,1505,62,1567,0.0285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,318,MMR010018,Taungtha (2),88505,54848,3290,58138,65.69,3137,107,3244, U Tint Wai,Union Solidarity and Development Party (USDP),14352,1254,15606,0.2843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,318,MMR010018,Taungtha (2),88505,54848,3290,58138,65.69,3137,107,3244,U Wine Chit Aung,National League for Democracy (NLD),34057,1617,35674,0.6499,U Wine Chit Aung,Mandalay Region,Taungtha,National League for Democracy (NLD),M,1985,30,Information Technological computer technician ,Own business,A.G.T.I(Mce)? I.D.C.S(UK)? Physics(Thrid Yr)? D.B.A(UK),A.G.T.I and Diploma,,Diploma,Bamar,Buddhist,Kan Thar Yar ,Not Identifiable,,U Aung Myint Tin ,Bamar,Buddhist,Daw Lai Lai Win ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,318,MMR010018,Taungtha (2),88505,54848,3290,58138,65.69,3137,107,3244,U Than Swe,National Unity Party (NUP),1903,144,2047,0.0373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,319,MMR010019,Natogyi (1),77644,53357,1924,55281,71.2,1493,31,1524,U Kyi Phay (a) U Bo Lay,Union Solidarity and Development Party (USDP),19063,910,19973,0.3715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,319,MMR010019,Natogyi (1),77644,53357,1924,55281,71.2,1493,31,1524,Daw Nyein Thet Nwal,National League for Democracy (NLD),31111,961,32072,0.5966,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,319,MMR010019,Natogyi (1),77644,53357,1924,55281,71.2,1493,31,1524,U Phoe (a) U Shwe Phoe,National Development Party,754,10,764,0.0142,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,319,MMR010019,Natogyi (1),77644,53357,1924,55281,71.2,1493,31,1524,U Aung Than,National Unity Party (NUP),907,41,948,0.0176,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,320,MMR010019,Natogyi (2),76587,51123,2113,53236,70,1636,43,1679,U Kyaw Nyunt,National Unity Party (NUP),652,16,668,0.013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,320,MMR010019,Natogyi (2),76587,51123,2113,53236,70,1636,43,1679,U Sein Kyaw Moe,National League for Democracy (NLD),26315,926,27241,0.5284,U Sein Kyaw Moe,Mandalay Region,Natogyi,National League for Democracy (NLD),M,1978,37,Private teacher ,Own business,B.A(English),B.A,,Bachelor,Bamar,Buddhist,No. 7 Ward ,Urban,,U Ohm Maung ,Bamar,Buddhist,Daw Aye Kyi ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,320,MMR010019,Natogyi (2),76587,51123,2113,53236,70,1636,43,1679,U Myint Oo,National Development Party,753,24,777,0.0151,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,320,MMR010019,Natogyi (2),76587,51123,2113,53236,70,1636,43,1679,U Than Lwin Oo,Individual,967,62,1029,0.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,320,MMR010019,Natogyi (2),76587,51123,2113,53236,70,1636,43,1679,U Aye Thant Swe,Union Solidarity and Development Party (USDP),20758,1084,21842,0.4236,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,321,MMR010020,Kyaukpadaung (1),112228,74693,3088,77781,69.31,2785,111,2896,U Myint Naing,National Development Party,2138,83,2221,0.0297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,321,MMR010020,Kyaukpadaung (1),112228,74693,3088,77781,69.31,2785,111,2896,U Aye Khaing,National League for Democracy (NLD),50288,1730,52018,0.6946,U Aye Khaing,Mandalay Region,Kyaukpadaung,National League for Democracy (NLD),M,1969,46,Trader ,Own business,"Third Year, Zoology ",University level,,Some University,Bamar,Buddhist,Thar Yar Aye Ward ,Urban,,U Kyi Than,Bamar,Buddhist,Daw Kyin Sein ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,321,MMR010020,Kyaukpadaung (1),112228,74693,3088,77781,69.31,2785,111,2896,U Aung Win Kyi,Union Solidarity and Development Party (USDP),19381,1265,20646,0.2757,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,322,MMR010020,Kyaukpadaung (2),108392,69363,3210,72573,66.95,2873,30,2903,U Myo Swe Oo,National League for Democracy (NLD),42188,1542,43730,0.6277,U Myo Swe Oo,Mandalay Region,Kyaukpadaung,National League for Democracy (NLD),M,1978,38,Private translator ,Own business,ASA Degree Indiana University (USA) ,ASA Degree Indiana University (USA) ,,Bachelor,Bamar,Buddhist,Thar Yar Aye Ward ,Urban,,U Kyaw Nyunt ,Bamar,Buddhist,Daw Khin Myint Yi,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,322,MMR010020,Kyaukpadaung (2),108392,69363,3210,72573,66.95,2873,30,2903,U Win Myint,Union Solidarity and Development Party (USDP),22481,1583,24064,0.3454,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,322,MMR010020,Kyaukpadaung (2),108392,69363,3210,72573,66.95,2873,30,2903,U Than Win,National Development Party,1799,77,1876,0.0269,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,323,MMR010021,Ngazun (1),47622,32989,1285,34274,71.97,1520,23,1543,U Kyaw Tin,Union Solidarity and Development Party (USDP),7974,566,8540,0.2609,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,323,MMR010021,Ngazun (1),47622,32989,1285,34274,71.97,1520,23,1543,Daw Thae Su Wai,National League for Democracy (NLD),22274,665,22939,0.7008,Daw Thae Su Wai,Mandalay Region,Ngazun,National League for Democracy (NLD),F,1989,26,Advocate ,Own business,LL.B; DBL; PGDE-MUFL ,LL.B,,Bachelor,Bamar,Buddhist,South Hay Ma Mar ,Not Identifiable,,U Myint Aung ,Bamar,Buddhist,Daw Khin Win ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,323,MMR010021,Ngazun (1),47622,32989,1285,34274,71.97,1520,23,1543,Daw Ei Sat Naing,National Unity Party (NUP),1200,52,1252,0.0383,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,324,MMR010021,Ngazun (2),47840,33342,1760,35102,73.37,1603,9,1612,U Kyaw Soe Naing,National League for Democracy (NLD),24514,1079,25593,0.7642,U Kyaw Soe Naing,Mandalay Region,Ngazun,National League for Democracy (NLD),M,1971,44,Gold Shop ,Business owner,B.Sc (Physics),B.Sc,,Bachelor,Bamar,Buddhist,No. 344 Ward ,Urban,,U Boe Thaung ,Bamar,Buddhist,Daw Ohm Kyi ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,324,MMR010021,Ngazun (2),47840,33342,1760,35102,73.37,1603,9,1612,U Myat Thu,Union Solidarity and Development Party (USDP),6336,632,6968,0.2081,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,324,MMR010021,Ngazun (2),47840,33342,1760,35102,73.37,1603,9,1612,U Win Naing,National Unity Party (NUP),882,47,929,0.0277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,325,MMR010022,Nyaung-U (1),96895,66827,3384,70211,72.46,708,13,721,U Htay Lwin,Union Solidarity and Development Party (USDP),15926,1157,17083,0.2458,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,325,MMR010022,Nyaung-U (1),96895,66827,3384,70211,72.46,708,13,721,U Win Myint Khine,National League for Democracy (NLD),48539,2147,50686,0.7294,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,325,MMR010022,Nyaung-U (1),96895,66827,3384,70211,72.46,708,13,721,Daw Aye Aye Mar,National Development Party,1641,80,1721,0.0248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,326,MMR010022,Nyaung-U (2),100840,68797,2859,71656,71.06,5091,59,5150,U Tin Nyunt,National Development Party,5769,183,5952,0.0895,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,326,MMR010022,Nyaung-U (2),100840,68797,2859,71656,71.06,5091,59,5150,U Myint Sein,National League for Democracy (NLD),41901,1603,43504,0.6541,U Myint Sein,Mandalay Region,Nyaung-U,National League for Democracy (NLD),M,1967,48,Selling Bean Paste,Own business,B.Sc (Physics),B.Sc,,Bachelor,Bamar,Buddhist,No. 4 Ward ,Urban,,U Thein Shwe ,Bamar,Buddhist,Daw Phwar Kyi,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,326,MMR010022,Nyaung-U (2),100840,68797,2859,71656,71.06,5091,59,5150,U Than Htay,Union Solidarity and Development Party (USDP),15977,1073,17050,0.2564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,327,MMR010023,Yamethin (1),96427,74377,3775,78152,81.05,2885,80,2965,U Soe Lwin,National Unity Party (NUP),6277,328,6605,0.0878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,327,MMR010023,Yamethin (1),96427,74377,3775,78152,81.05,2885,80,2965,U Zaw Win,Union Solidarity and Development Party (USDP),36343,2177,38520,0.5123,U Zaw Win,Mandalay Region,Yamethin,Union Solidarity and Development Party (USDP),M,1958,57,"Government servant (Retired) , Education dept ",Retired (Gov),"B.A, B.Ed",B.A,,Bachelor,Bamar,Buddhist,Kywae Tat Tract ,Rural,,U Aung Baw ,Bamar,Buddhist,Daw Shwe Hmyin,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,327,MMR010023,Yamethin (1),96427,74377,3775,78152,81.05,2885,80,2965,U Hla Kaung,National League for Democracy (NLD),28859,1203,30062,0.3998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,328,MMR010023,Yamethin (2),85683,60568,3235,63803,74.46,2831,302,3133,U Kyaw Myint,Union Solidarity and Development Party (USDP),31395,2112,33507,0.5523,U Kyaw Myint,Mandalay Region,Yamethin,Union Solidarity and Development Party (USDP),M,1946,69,Retired ,Not Identifiable,Grade 11 ,Pass B.E.H.S,,B.E.H.S,Bamar,Buddhist,Myo Ma Ward ,Urban,,U Sein,Bamar,Buddhist,Daw Ohm Mya,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,328,MMR010023,Yamethin (2),85683,60568,3235,63803,74.46,2831,302,3133,U Nyunt Wai,National Unity Party (NUP),3729,123,3852,0.0635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,328,MMR010023,Yamethin (2),85683,60568,3235,63803,74.46,2831,302,3133,U Aung Myo Oo,National League for Democracy (NLD),22457,854,23311,0.3842,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,329,MMR010024,Pyawbwe (1),98540,77597,3522,81119,82.32,3062,48,3110,U Kyaw Maung,National League for Democracy (NLD),28871,1089,29960,0.3841,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,329,MMR010024,Pyawbwe (1),98540,77597,3522,81119,82.32,3062,48,3110,U Soe Myint,National Unity Party (NUP),2407,121,2528,0.0324,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,329,MMR010024,Pyawbwe (1),98540,77597,3522,81119,82.32,3062,48,3110,U Tin Soe,Union Solidarity and Development Party (USDP),43225,2296,45521,0.5835,U Tin Soe,Mandalay Region,Pyawbwe,Union Solidarity and Development Party (USDP),M,1959,56,Trader ,Own business,"B.Sc (Zoo), Dip (Agri)",B.Sc and Diploma,,Bachelor,Bamar,Buddhist,Shwe Pyi Yan Aung Ward ,Urban,,U Ohm Maung,Bamar,Buddhist,Daw Pu,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,330,MMR010024,Pyawbwe (2),95771,71464,3221,74685,77.98,3561,143,3704,U Phone Tint,National Unity Party (NUP),3205,186,3391,0.0478,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,330,MMR010024,Pyawbwe (2),95771,71464,3221,74685,77.98,3561,143,3704,U Myint Soe,Union Solidarity and Development Party (USDP),37265,1863,39128,0.5512,U Myint Soe,Mandalay Region,Pyawbwe,Union Solidarity and Development Party (USDP),M,1956,59,"Managing Director , Thiha Tiger Bamar Co.,ltd ",Business owner,L.L.B ,LL.B,,Bachelor,Bamar,Buddhist,"Shwe Pyi Yan Naing Ward, Pyaw Bwe Township ",Urban,,U Paw Din ,Bamar,Buddhist,Daw Than ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,330,MMR010024,Pyawbwe (2),95771,71464,3221,74685,77.98,3561,143,3704,U Aye Cho,National League for Democracy (NLD),27305,1157,28462,0.401,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,331,MMR010028,Meiktila (1),130954,88977,5684,94661,72.29,4632,98,4730,U Kyaw Tint,National Unity Party (NUP),1583,135,1718,0.0191,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,331,MMR010028,Meiktila (1),130954,88977,5684,94661,72.29,4632,98,4730,Daw San San Aung,National Democratic Force (NDF),2032,71,2103,0.0234,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,331,MMR010028,Meiktila (1),130954,88977,5684,94661,72.29,4632,98,4730,U Tin Ko Ko,National League for Democracy (NLD),27694,1185,28879,0.3211,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,331,MMR010028,Meiktila (1),130954,88977,5684,94661,72.29,4632,98,4730,Dr. Lwin Ko,Individual,1719,149,1868,0.0208,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,331,MMR010028,Meiktila (1),130954,88977,5684,94661,72.29,4632,98,4730,U Than Soe,Individual,6702,301,7003,0.0779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,331,MMR010028,Meiktila (1),130954,88977,5684,94661,72.29,4632,98,4730,U Aung Kyaw Moe,Union Solidarity and Development Party (USDP),44820,3540,48360,0.5377,U Aung Kyaw Moe,Mandalay Region,Meiktila,Union Solidarity and Development Party (USDP),M,1962,53,Minister of Security and Boarder Affairs Ministry ,Politician,"B.Sc(DSA),M.A(Defence)",M.A,,Master,Bamar,Buddhist,-,Not Available,,U Myat Tun,Bamar,Buddhist,Daw Than Myint ,Bamar,Buddhist
State and Region,Mandalay,MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,332,MMR010028,Meiktila (2),128497,75669,5064,80733,62.83,4255,101,4356,Dr. Khin Soe,National League for Democracy (NLD),27214,1429,28643,0.375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
